"id_unidade";"unidade";"natureza_despesa";"ano";"valor"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"LOC MÃO-DE-OBRA";"2004.0";"        47720.21"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"SERV PESSOA FÍSICA";"2004.0";"         5000.00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"EQUIP MATERIAL PERMANENTE";"2004.0";"           403.20"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"MATERIAL DE CONSUMO";"2004.0";"        47636.84"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"PASSAGENS";"2004.0";"        12564.06"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"        70113.10"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"SERV PESSOA FÍSICA";"2004.0";"       118788.31"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"PASSAGENS";"2004.0";"           930.41"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"SERV PESSOA JURÍDICA";"2004.0";"     1821860.77"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"DIÁRIAS";"2004.0";"         5000.00"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"LOC MÃO-DE-OBRA";"2004.0";"         4315.91"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"DIVEXERCÍCIOS ANTERIORES";"2004.0";"         7061.12"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"EQUIP MATERIAL PERMANENTE";"2004.0";"       128826.20"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"MATERIAL DE CONSUMO";"2004.0";"       855872.86"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"AUX FINANCEIRO ESTUDANTE";"2004.0";"       427203.00"
"1469";"PAIUB";"MATERIAL DE CONSUMO";"2004.0";"        10000.00"
"1469";"PAIUB";"SERV PESSOA JURÍDICA";"2004.0";"        15000.00"
"1464";"PARQUE POLIESPORTIVO";"SERV PESSOA JURÍDICA";"2004.0";"        30467.33"
"1464";"PARQUE POLIESPORTIVO";"MATERIAL DE CONSUMO";"2004.0";"        15602.70"
"1448";"PASEP";"MATERIAL DE CONSUMO";"2004.0";"             0.00"
"1448";"PASEP";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"        17360.70"
"1460";"PRH/CONCURSOS";"AUX FINANCEIRO ESTUDANTE";"2004.0";"       138710.00"
"1460";"PRH/CONCURSOS";"SERV PESSOA FÍSICA";"2004.0";"        84014.31"
"1460";"PRH/CONCURSOS";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"        17388.53"
"1460";"PRH/CONCURSOS";"EQUIP MATERIAL PERMANENTE";"2004.0";"        15003.24"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"LOC MÃO-DE-OBRA";"2004.0";"       377324.01"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"DIVEXERCÍCIOS ANTERIORES";"2004.0";"         3861.68"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"MATERIAL DE CONSUMO";"2004.0";"     1750093.46"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"SERV PESSOA JURÍDICA";"2004.0";"        47098.36"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"EQUIP MATERIAL PERMANENTE";"2004.0";"        70825.00"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"LOC MÃO-DE-OBRA";"2004.0";"        40254.26"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"SERV PESSOA FÍSICA";"2004.0";"        11661.19"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"SERV PESSOA JURÍDICA";"2004.0";"       182749.77"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"         2332.23"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"PASSAGENS";"2004.0";"        33574.09"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"DIÁRIAS";"2004.0";"        62482.00"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"AUX FINANCEIRO ESTUDANTE";"2004.0";"         4946.68"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"MATERIAL DE CONSUMO";"2004.0";"       101762.46"
"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"SERV PESSOA JURÍDICA";"2004.0";"        16959.01"
"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"DIÁRIAS";"2004.0";"         2000.00"
"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"MATERIAL DE CONSUMO";"2004.0";"        12976.00"
"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"LOC MÃO-DE-OBRA";"2004.0";"        17410.80"
"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"AUX FINANCEIRO ESTUDANTE";"2004.0";"        63398.00"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"INDENIZAÇÕES E RESTITUIÇÕE";"2004.0";"         1355.86"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"DIÁRIAS";"2004.0";"         8000.00"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"MATERIAL DE CONSUMO";"2004.0";"        14205.05"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"AUX FINANCEIRO ESTUDANTE";"2004.0";"           625.00"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"SERV PESSOA JURÍDICA";"2004.0";"        16604.14"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"PASSAGENS";"2004.0";"         6291.27"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"EQUIP MATERIAL PERMANENTE";"2004.0";"        63246.89"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"PASSAGENS";"2004.0";"        45361.63"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"SERV PESSOA FÍSICA";"2004.0";"         9377.00"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"INDENIZAÇÕES E RESTITUIÇÕE";"2004.0";"         3418.12"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"SERV PESSOA JURÍDICA";"2004.0";"       218237.77"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"AUX FINANCEIRO ESTUDANTE";"2004.0";"         2120.00"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"         2805.65"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"LOC MÃO-DE-OBRA";"2004.0";"        51083.60"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"MATERIAL DE CONSUMO";"2004.0";"        74946.04"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"DIÁRIAS";"2004.0";"        30000.00"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"MATERIAL DE CONSUMO";"2004.0";"        15491.35"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"AUX FINANCEIRO ESTUDANTE";"2004.0";"         2288.00"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"SERV PESSOA FÍSICA";"2004.0";"           785.43"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"            95.24"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"SERV PESSOA JURÍDICA";"2004.0";"        14937.98"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"PASSAGENS";"2004.0";"         6250.00"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"DIÁRIAS";"2004.0";"         8964.68"
"1481";"PRÓ-REITORIA DE PESQUISA";"AUX FINANCEIRO ESTUDANTE";"2004.0";"         8250.00"
"1481";"PRÓ-REITORIA DE PESQUISA";"PREMIAÇÕES CULT. E OUTRAS";"2004.0";"         1288.00"
"1481";"PRÓ-REITORIA DE PESQUISA";"MATERIAL DE CONSUMO";"2004.0";"         8000.00"
"1481";"PRÓ-REITORIA DE PESQUISA";"SERV PESSOA JURÍDICA";"2004.0";"        16540.23"
"1481";"PRÓ-REITORIA DE PESQUISA";"PASSAGENS";"2004.0";"         9096.98"
"1481";"PRÓ-REITORIA DE PESQUISA";"DIÁRIAS";"2004.0";"        11000.00"
"1449";"PRÓ-REITORIA DE PLANEJAMENTO";"SERV PESSOA JURÍDICA";"2004.0";"         9680.05"
"1449";"PRÓ-REITORIA DE PLANEJAMENTO";"DIÁRIAS";"2004.0";"         8000.00"
"1449";"PRÓ-REITORIA DE PLANEJAMENTO";"MATERIAL DE CONSUMO";"2004.0";"         9800.00"
"1449";"PRÓ-REITORIA DE PLANEJAMENTO";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"            72.00"
"1449";"PRÓ-REITORIA DE PLANEJAMENTO";"PASSAGENS";"2004.0";"         7536.55"
"1449";"PRÓ-REITORIA DE PLANEJAMENTO";"SERV PESSOA FÍSICA";"2004.0";"           360.00"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"DIÁRIAS";"2004.0";"         8000.00"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"PASSAGENS";"2004.0";"         7721.71"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"SERV PESSOA JURÍDICA";"2004.0";"         9304.53"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"MATERIAL DE CONSUMO";"2004.0";"         8000.00"
"1458";"RESERVA TÉCNICA";"DIVEXERCÍCIOS ANTERIORES";"2004.0";"       122069.76"
"1458";"RESERVA TÉCNICA";"DIÁRIAS";"2004.0";"        18356.86"
"1458";"RESERVA TÉCNICA";"SERV PESSOA JURÍDICA";"2004.0";"     2206923.99"
"1458";"RESERVA TÉCNICA";"OBRAS E INSTALAÇÕES";"2004.0";"     7741680.56"
"1458";"RESERVA TÉCNICA";"AUX FINANCEIRO ESTUDANTE";"2004.0";"        50098.59"
"1458";"RESERVA TÉCNICA";"MATERIAL DE CONSUMO";"2004.0";"       625414.97"
"1458";"RESERVA TÉCNICA";"EQUIP MATERIAL PERMANENTE";"2004.0";"     2476449.58"
"1458";"RESERVA TÉCNICA";"PASSAGENS";"2004.0";"        12456.66"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"PASSAGENS";"2004.0";"           346.00"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"SERV PESSOA JURÍDICA";"2004.0";"        65621.14"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"DIVEXERCÍCIOS ANTERIORES";"2004.0";"           204.00"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"MATERIAL DE CONSUMO";"2004.0";"        32662.00"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"SERV PESSOA FÍSICA";"2004.0";"         2448.00"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"DIÁRIAS";"2004.0";"         7000.00"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"EQUIP MATERIAL PERMANENTE";"2004.0";"         1019.00"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"MATERIAL DE CONSUMO";"2004.0";"        20977.00"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"SERV PESSOA JURÍDICA";"2004.0";"        30521.32"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"PASSAGENS";"2004.0";"         9857.34"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"LOC MÃO-DE-OBRA";"2004.0";"        48330.82"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"AUX FINANCEIRO ESTUDANTE";"2004.0";"         5000.00"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"         1000.00"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"SERV PESSOA FÍSICA";"2004.0";"         4090.44"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"MATERIAL DE CONSUMO";"2004.0";"        60104.02"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"PASSAGENS";"2004.0";"         8000.00"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"SERV PESSOA JURÍDICA";"2004.0";"        73388.42"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"DIÁRIAS";"2004.0";"         6000.00"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"EQUIP MATERIAL PERMANENTE";"2004.0";"       160000.00"
"2";"SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO";"EQUIP MATERIAL PERMANENTE";"2004.0";"        44680.60"
"2";"SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO";"SERV PESSOA JURÍDICA";"2004.0";"        56805.70"
"2";"SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO";"PASSAGENS";"2004.0";"         4017.14"
"2";"SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO";"LOC MÃO-DE-OBRA";"2004.0";"         1440.04"
"2";"SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO";"DIÁRIAS";"2004.0";"           522.80"
"2";"SUPERINTENDÊNCIA DE INFORMÁTICA - SINFO";"MATERIAL DE CONSUMO";"2004.0";"        27608.95"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"SERV PESSOA JURÍDICA";"2004.0";"        47323.44"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"           566.00"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"DIVEXERCÍCIOS ANTERIORES";"2004.0";"           464.00"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"PASSAGENS";"2004.0";"         1500.00"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"MATERIAL DE CONSUMO";"2004.0";"        33435.61"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"SERV PESSOA FÍSICA";"2004.0";"         2830.00"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"DIÁRIAS";"2004.0";"         2000.00"
"1451";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL";"SERV PESSOA JURÍDICA";"2004.0";"        52656.06"
"1451";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL";"MATERIAL DE CONSUMO";"2004.0";"     1094506.37"
"1430";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO DA SUP INFRAESTRUTURA";"MATERIAL DE CONSUMO";"2004.0";"       219869.35"
"1430";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO DA SUP INFRAESTRUTURA";"SERV PESSOA JURÍDICA";"2004.0";"           147.99"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"OBRIGAÇÕES CONTRIBUTIVAS";"2004.0";"        23748.93"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"PASSAGENS";"2004.0";"       519200.00"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"OBRAS E INSTALAÇÕES";"2004.0";"    10978974.78"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"SERV PESSOA FÍSICA";"2004.0";"       393780.69"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"SERV PESSOA JURÍDICA";"2004.0";"     9319236.54"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"MATERIAL DE CONSUMO";"2004.0";"     4340086.49"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"DIVEXERCÍCIOS ANTERIORES";"2004.0";"         2041.00"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"EQUIP MATERIAL PERMANENTE";"2004.0";"     2294414.87"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"DIÁRIAS";"2004.0";"       375223.34"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"AUX FINANCEIRO ESTUDANTE";"2004.0";"     1340157.90"
"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"LOC MÃO-DE-OBRA";"2004.0";"     2077651.72"
"1490";"ACERTOS DE DÉBITOS EM GERAL";"OBRAS E INSTALAÇÕES";"2005.0";"     6145310.52"
"1490";"ACERTOS DE DÉBITOS EM GERAL";"OBRIGAÇÕES CONTRIBUTIVAS";"2005.0";"       270000.00"
"1490";"ACERTOS DE DÉBITOS EM GERAL";"EQUIP MATERIAL PERMANENTE";"2005.0";"        84533.60"
"1490";"ACERTOS DE DÉBITOS EM GERAL";"SERV PESSOA JURÍDICA";"2005.0";"       376475.99"
"1490";"ACERTOS DE DÉBITOS EM GERAL";"MATERIAL DE CONSUMO";"2005.0";"       433219.54"
"1457";"ACERVO BIBLIOGRÁFICO";"SERV PESSOA JURÍDICA";"2005.0";"           342.00"
"1457";"ACERVO BIBLIOGRÁFICO";"MATERIAL DE CONSUMO";"2005.0";"       806322.70"
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"LOC MÃO-DE-OBRA";"2005.0";"       333784.91"
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"SERV PESSOA JURÍDICA";"2005.0";"        74851.43"
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"MATERIAL DE CONSUMO";"2005.0";"        65561.59"
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"EQUIP MATERIAL PERMANENTE";"2005.0";"         4438.10"
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"PASSAGENS";"2005.0";"        15850.18"
"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"DIÁRIAS";"2005.0";"        16065.96"
"1472";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DA UFRN";"AUX FINANCEIRO ESTUDANTE";"2005.0";"     1025398.62"
"1485";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DOS CENTRO";"AUX FINANCEIRO ESTUDANTE";"2005.0";"       792221.60"
"1485";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DOS CENTRO";"SERV PESSOA JURÍDICA";"2005.0";"        68235.00"
"1485";"BOLSA DE APOIO ADMINISTRATIVO E APOIO TÉCNICO DOS CENTRO";"MATERIAL DE CONSUMO";"2005.0";"        22950.00"
"1486";"BOLSA PPQ INDUÇÃO";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        66068.20"
"1473";"BOLSAS EXTENSÃO";"AUX FINANCEIRO ESTUDANTE";"2005.0";"       438525.00"
"1474";"BOLSAS PESQUISA";"AUX FINANCEIRO ESTUDANTE";"2005.0";"       611300.00"
"440";"CENTRO DE BIOCIÊNCIAS";"EQUIP MATERIAL PERMANENTE";"2005.0";"        19018.00"
"440";"CENTRO DE BIOCIÊNCIAS";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        11150.00"
"440";"CENTRO DE BIOCIÊNCIAS";"MATERIAL DE CONSUMO";"2005.0";"       310666.91"
"440";"CENTRO DE BIOCIÊNCIAS";"SERV PESSOA JURÍDICA";"2005.0";"       958417.44"
"440";"CENTRO DE BIOCIÊNCIAS";"SERV PESSOA FÍSICA";"2005.0";"        12992.50"
"440";"CENTRO DE BIOCIÊNCIAS";"OBRIGAÇÕES CONTRIBUTIVAS";"2005.0";"         2086.00"
"440";"CENTRO DE BIOCIÊNCIAS";"LOC MÃO-DE-OBRA";"2005.0";"        88000.00"
"440";"CENTRO DE BIOCIÊNCIAS";"DIÁRIAS";"2005.0";"        40386.00"
"440";"CENTRO DE BIOCIÊNCIAS";"PASSAGENS";"2005.0";"        87433.04"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"PASSAGENS";"2005.0";"        64460.00"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"SERV PESSOA JURÍDICA";"2005.0";"       576076.66"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        65062.50"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"DIÁRIAS";"2005.0";"        40000.00"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"MATERIAL DE CONSUMO";"2005.0";"       508841.91"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"DIVEXERCÍCIOS ANTERIORES";"2005.0";"           960.00"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"LOC MÃO-DE-OBRA";"2005.0";"       403783.00"
"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"EQUIP MATERIAL PERMANENTE";"2005.0";"        15672.40"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"SERV PESSOA FÍSICA";"2005.0";"         1920.00"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"MATERIAL DE CONSUMO";"2005.0";"       314389.01"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"LOC MÃO-DE-OBRA";"2005.0";"       114000.00"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"EQUIP MATERIAL PERMANENTE";"2005.0";"       112347.58"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"PASSAGENS";"2005.0";"        45850.00"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"SERV PESSOA JURÍDICA";"2005.0";"       807944.72"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"DIÁRIAS";"2005.0";"        35150.00"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"CUSTEIO";"2005.0";"       422970.25"
"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        48308.60"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"DIÁRIAS";"2005.0";"        32136.96"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"DIVEXERCÍCIOS ANTERIORES";"2005.0";"        40741.94"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"MATERIAL DE CONSUMO";"2005.0";"       229204.68"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"LOC MÃO-DE-OBRA";"2005.0";"       142108.99"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"SERV PESSOA FÍSICA";"2005.0";"        14522.55"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"OBRIGAÇÕES CONTRIBUTIVAS";"2005.0";"         2000.00"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"EQUIP MATERIAL PERMANENTE";"2005.0";"        61292.90"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        73070.00"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"PASSAGENS";"2005.0";"        43137.00"
"442";"CENTRO DE CIÊNCIAS HUMANAS. LETRAS E ARTES";"SERV PESSOA JURÍDICA";"2005.0";"       507007.34"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"DIVEXERCÍCIOS ANTERIORES";"2005.0";"         8839.50"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"EQUIP MATERIAL PERMANENTE";"2005.0";"         7869.00"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"PASSAGENS";"2005.0";"        32934.16"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"MATERIAL DE CONSUMO";"2005.0";"       167246.21"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"SERV PESSOA JURÍDICA";"2005.0";"       715481.87"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"OBRIGAÇÕES CONTRIBUTIVAS";"2005.0";"           960.19"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"LOC MÃO-DE-OBRA";"2005.0";"       175210.00"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"SERV PESSOA FÍSICA";"2005.0";"         5040.94"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        63537.50"
"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"DIÁRIAS";"2005.0";"        22507.42"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"LOC MÃO-DE-OBRA";"2005.0";"        89000.00"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        33777.50"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"SERV PESSOA JURÍDICA";"2005.0";"       175407.27"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"SERV PESSOA FÍSICA";"2005.0";"         8200.00"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"DIÁRIAS";"2005.0";"        35000.00"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"PASSAGENS";"2005.0";"        36729.00"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"MATERIAL DE CONSUMO";"2005.0";"       127369.96"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"EQUIP MATERIAL PERMANENTE";"2005.0";"         2625.00"
"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"DIVEXERCÍCIOS ANTERIORES";"2005.0";"         7486.00"
"445";"CENTRO DE TECNOLOGIA";"SERV PESSOA JURÍDICA";"2005.0";"       672747.82"
"445";"CENTRO DE TECNOLOGIA";"SERV PESSOA FÍSICA";"2005.0";"        24000.00"
"445";"CENTRO DE TECNOLOGIA";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        44625.00"
"445";"CENTRO DE TECNOLOGIA";"EQUIP MATERIAL PERMANENTE";"2005.0";"        26940.50"
"445";"CENTRO DE TECNOLOGIA";"DIVEXERCÍCIOS ANTERIORES";"2005.0";"         8318.36"
"445";"CENTRO DE TECNOLOGIA";"PASSAGENS";"2005.0";"        75613.98"
"445";"CENTRO DE TECNOLOGIA";"DIÁRIAS";"2005.0";"        45930.00"
"445";"CENTRO DE TECNOLOGIA";"LOC MÃO-DE-OBRA";"2005.0";"       150000.00"
"445";"CENTRO DE TECNOLOGIA";"CUSTEIO";"2005.0";"       373043.37"
"445";"CENTRO DE TECNOLOGIA";"OBRIGAÇÕES CONTRIBUTIVAS";"2005.0";"         3192.00"
"445";"CENTRO DE TECNOLOGIA";"MATERIAL DE CONSUMO";"2005.0";"       292977.59"
"1489";"CENTROS ACADEMICOS/XEROX E CANTINAS";"AUX FINANCEIRO ESTUDANTE";"2005.0";"        11397.67"
"1477";"CIENTEC";"PREMIAÇÕES CULT. E OUTRAS";"2005.0";"           660.00"
"1477";"CIENTEC";"SERV PESSOA JURÍDICA";"2005.0";"       169621.80"
